"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.011129530E2,3.805564880E0,3.903636551E1,1.644280243E1
3.011526910E2,3.386375427E0,3.751728821E1,2.078865051E1
3.011924290E2,2.847511292E0,3.645692444E1,2.324710846E1
3.012321670E2,1.641738892E0,3.519068909E1,2.611499023E1
3.012719050E2,4.108810425E-1,3.457341003E1,2.735304260E1
3.013116430E2,7.082824707E-1,3.538719559E1,2.674678040E1
3.013513810E2,4.305114746E-1,3.798874664E1,2.349262238E1
3.013911190E2,5.491714478E-1,4.205607605E1,1.723161316E1
3.014308560E2,2.318756104E0,4.436969757E1,1.118486786E1
3.014705940E2,4.592422485E0,4.615353775E1,2.241569519E0
3.015103320E2,8.220268250E0,4.757011032E1,-4.335769653E0
3.015500700E2,1.373834991E1,4.937803268E1,-1.100209808E1
3.015898086E2,1.703568268E1,5.137926865E1,-2.122028351E1
3.016295466E2,1.395457458E1,4.970728302E1,-2.569860077E1
3.016692846E2,9.073913574E0,4.634098816E1,-2.214437103E1
3.017090226E2,6.084083557E0,4.438034439E1,-1.413300323E1
3.017487606E2,2.633453369E0,4.373886871E1,-9.882293701E0
3.017884986E2,7.343673706E-1,4.177133179E1,-1.110385895E1
3.018282356E2,1.415237427E0,3.994383240E1,-9.918891907E0
3.018679736E2,2.978469849E0,3.972514343E1,-7.371170044E0
3.019077116E2,2.520736694E0,3.995915604E1,-3.846534729E0
3.019474496E2,1.920372009E0,3.996024704E1,3.331535339E0
3.019871876E2,6.455688477E-1,3.948171616E1,7.762664795E0
3.020269256E2,1.731872559E-1,3.876967621E1,1.269354248E1
3.020666636E2,-4.324302673E-1,3.744013596E1,1.728210449E1
3.021064016E2,-1.454833984E0,3.616460800E1,2.084857178E1
3.021461396E2,-2.640632629E0,3.458866119E1,2.385495758E1
3.021858776E2,-4.087421417E0,3.324794388E1,2.578236389E1
3.022256156E2,-4.976398468E0,3.290716171E1,2.661679840E1
3.022653536E2,-4.539302826E0,3.431632614E1,2.572724152E1
3.023050916E2,-4.221290588E0,3.777129364E1,2.264297485E1
3.023448296E2,-2.656616211E0,4.059856796E1,1.918717194E1
3.023845666E2,-8.521957397E-1,4.236149979E1,1.506585693E1
