"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.837245334E1,4.314259052E0,2.491526604E-1,-2.686541557E0
7.841245334E1,2.639881611E0,-2.954836845E0,1.953141540E-1
7.845245334E1,2.639881611E0,-2.954836845E0,1.953141540E-1
7.849245334E1,-4.911268353E-1,-2.239203453E1,2.263640213E1
7.853245334E1,5.138586760E-1,-9.392725945E0,4.551447868E0
7.857245334E1,5.205286503E0,-1.874118423E1,3.714258909E0
7.861245334E1,5.116752148E0,-6.559025764E0,-6.458228111E0
7.865245334E1,4.028017998E0,-2.587239504E0,-5.515755177E0
7.869245334E1,8.429914474E0,-6.797111988E0,-2.844767094E0
7.873245334E1,8.429914474E0,-6.797111988E0,-2.844767094E0
7.877245334E1,8.429914474E0,-6.797111988E0,-2.844767094E0
7.881245334E1,8.429914474E0,-6.797111988E0,-2.844767094E0
7.885245334E1,8.429914474E0,-6.797111988E0,-2.844767094E0
7.889245334E1,6.974479675E0,-7.179365158E0,-3.455534935E0
7.893245334E1,3.970590115E0,-7.724330425E0,1.414756328E-1
7.897245334E1,3.711866140E-1,-1.136172009E1,7.594220638E-1
7.901245334E1,3.711866140E-1,-1.136172009E1,7.594220638E-1
7.905245334E1,5.150550604E-1,-9.967601776E0,4.339384079E0
7.909245334E1,3.859024763E0,-1.242054367E1,2.611167729E-1
7.913245334E1,-3.948157281E-2,-1.393220997E1,1.276870012E0
7.917245334E1,-1.088734269E-1,-1.688226128E1,5.593522072E0
7.921245334E1,7.519444942E0,-1.321825123E1,-3.478266716E0
7.925245334E1,6.982854843E0,-1.284826088E1,2.151147604E0
7.929245334E1,5.157430172E0,-1.191775227E1,-2.402693033E0
7.933245334E1,-6.497709751E0,-1.006241703E1,7.426723242E-1
7.937245334E1,-3.376571894E0,-8.114660263E0,-3.502195120E0
7.941245334E1,4.942973614E0,-2.467299223E0,-1.960619092E0
7.945245334E1,4.704887390E0,-1.304088384E-1,-2.476870537E0
7.949245334E1,2.885445118E0,-2.699702263E0,-7.235297561E-1
7.953245334E1,2.885445118E0,-2.699702263E0,-7.235297561E-1
7.957245334E1,2.885445118E0,-2.699702263E0,-7.235297561E-1
7.961245334E1,2.885445118E0,-2.699702263E0,-7.235297561E-1
7.965245334E1,2.885445118E0,-2.699702263E0,-7.235297561E-1
7.969245334E1,5.844469070E-1,-1.579711628E1,-3.788436413E0
7.973245334E1,5.844469070E-1,-1.579711628E1,-3.788436413E0
7.977245334E1,5.844469070E-1,-1.579711628E1,-3.788436413E0
7.981245334E1,-8.386544228E0,-1.178943729E1,-1.523629785E0
7.985245334E1,-8.386544228E0,-1.178943729E1,-1.523629785E0
7.989245334E1,3.332005501E0,-6.274878502E0,-7.953144312E-1
7.993245334E1,3.581158161E0,-8.342276573E0,6.264110565E0
7.997245334E1,3.571586847E0,-8.507680893E0,-5.937191010E0
8.001245334E1,-7.299006462E0,-1.038933659E1,1.600200176E0
8.005245334E1,-1.101894855E0,-9.867103577E0,3.096312523E0
8.009245334E1,-3.720241070E0,-1.394656658E1,-5.622235775E0
8.013245334E1,-3.720241070E0,-1.394656658E1,-5.622235775E0
8.017245334E1,-1.446760416E0,-1.323021507E1,-2.705684185E0
8.021245334E1,-1.446760416E0,-1.323021507E1,-2.705684185E0
8.025245334E1,2.515155792E0,-1.330828094E1,-4.619643211E0
