"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.018903479E1,1.770299673E0,-5.611229420E0,3.465106726E0
1.022932579E1,-2.173996687E0,-7.948755741E0,5.529465199E0
1.026961779E1,-2.032399178E0,-1.790776491E0,-3.044925690E0
1.030990979E1,2.852851450E-1,-1.069239378E0,-5.117902279E0
1.035020079E1,1.809959173E0,3.079854012E0,-3.285398483E0
1.039049279E1,3.002932370E-1,4.652283669E0,-1.331281185E0
1.043078479E1,-2.219104767E-1,5.351689339E0,-2.699669838E0
1.047107679E1,-3.661864996E0,3.628405094E0,9.219847322E-1
1.051136779E1,-3.068516016E0,1.010264111E1,-2.711314440E0
1.055165979E1,1.359429955E0,8.771126270E-1,9.425871074E-2
1.059195179E1,-6.673758477E-2,-1.515126944E0,3.104257345E0
1.063224279E1,-8.250946403E-1,-3.395627737E-1,-1.240757227E0
1.067253479E1,1.639580011E0,1.154645538E1,-3.587368488E0
1.071282679E1,9.944976807E0,-1.970597267E0,-1.574192792E-1
1.075311896E1,4.687156677E0,-1.913303852E0,-1.761512637E0
1.079340996E1,-1.839637160E0,-2.835407019E0,-5.184620857E0
1.083370196E1,-4.262793064E0,4.899496555E0,-6.617501974E-1
1.087399396E1,-6.607034057E-2,1.216573429E1,2.416234463E-1
1.091428596E1,-1.441057563E0,-1.337215304E0,-2.257452488E0
1.095457696E1,-2.489222288E0,-6.025468826E0,1.016292572E0
1.099486896E1,6.276486516E-1,1.732227683E0,5.829859257E0
1.103516096E1,5.775953531E-1,8.678382635E-2,-1.201012492E0
1.107545296E1,2.251469046E-1,1.359995246E0,-2.443808079E0
1.111574396E1,2.212983519E-1,1.351447463E0,-2.429180145E0
1.115603596E1,-1.818179525E-2,5.714115500E-1,-2.176640749E0
1.119632796E1,2.779258192E-1,-1.580098271E0,-2.030469418E0
1.123661896E1,-1.057965755E0,-6.313042641E0,-2.135902882E0
1.127691096E1,3.183653951E-1,-5.350355506E-1,8.631303906E-2
1.131720296E1,1.819181442E0,-1.094816685E1,7.495835304E0
1.135749496E1,3.098127365E0,5.405112743E0,5.660564423E0
1.139778596E1,-1.086308479E0,4.683060169E0,4.445380867E-1
