"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.472259404E1,7.334695458E-1,-1.613125503E-1,1.735641062E-1
1.476233004E1,2.131008863E0,7.329850197E-1,2.077432722E-1
1.480206604E1,2.814445972E0,1.911438257E-1,7.190397978E-1
1.484180204E1,2.291461468E0,4.968769103E-2,9.120873213E-1
1.488153804E1,1.256164670E0,2.724727690E-1,8.862023950E-1
1.492127304E1,5.512846112E-1,1.656367898E0,5.089576244E-1
1.496100904E1,3.467238545E-1,5.483257771E-1,8.838635087E-1
1.500074504E1,-6.408847570E-1,-2.015801430E0,1.142324805E0
1.504048104E1,-1.402300149E-1,-8.014307618E-1,-2.951161936E-2
1.508021704E1,7.144737840E-1,-8.091786504E-1,-3.407483995E-1
1.511995304E1,2.165353447E-1,-2.587332010E0,-2.673409879E-2
1.515968904E1,-1.534599960E-1,-6.881021261E-1,-1.958239973E-1
1.519942504E1,-1.724920124E-1,9.323044121E-2,-3.448046744E-1
1.523916104E1,-8.879374713E-2,-2.530587912E-1,-2.802802809E-2
1.527889704E1,-1.268762797E-1,-2.127089724E-2,6.450380087E-1
1.531863304E1,1.235082448E-1,-2.772361040E-1,7.019798160E-1
1.535836804E1,6.530235410E-1,4.080585390E-2,7.878648043E-1
1.539810404E1,2.026321292E-1,-6.814339757E-2,3.677673042E-1
1.543784004E1,-3.944000006E-1,-5.918018818E-1,-3.611036539E-1
1.547757604E1,-1.028074026E0,-9.409590960E-1,-3.098337054E-1
